SeqNo,Date,UTC Time,Nr,ProbeNr,m_SL120,m_Wasser,m_IPA,m_PG,m_MG,m_vorher,m_nachher,Pumpe_pct,Rho_M,Rho_S,Rho_Sp,C_M,C_S,C_Sp,T_M,T_S,Per_M,Per_S,RunT_M,RunT_S,N,Stabil,SensOK,Gueltig,Source_File,Source_Path,Source_Row,Mass_Total_g,Al_wt_pct,IPA_wt_pct,PG_wt_pct,MG_wt_pct,Water_wt_pct,Composition_Sum_wt_pct,Measurement_Time_UTC,Elapsed_Time_h,Time_Delta_min,Time_Gap_Flag,Time_Segment,Segment_Elapsed_h,Evaluation_Reason,Evaluation_Usable,Rho_Sim_kg_m3,C_Sim_m_s,Simulation_Status,Rho_Error,Rho_Abs_Error,Rho_Rel_Error_pct,Rho_Abs_Rel_Error_pct,C_Error,C_Abs_Error,C_Rel_Error_pct,C_Abs_Rel_Error_pct,Rho_High_Deviation,C_High_Deviation
321,2026-08-28,11:40:52.838,42,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.037,0.001055459,0.004577637,1545.891,0.008296777,0.03942871,25.52825,0.003216523,1498.318,0.0008489068,6.883822,2.253482e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,322,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 11:40:52.838,1.4971786111111112,2.000033333333333,False,2,0.7822027777777777,,True,1006.0508956457535,1543.582800850722,ok,1.0138956457534505,1.0138956457534505,0.10088142483843385,0.10088142483843385,-2.3081991492781526,2.3081991492781526,-0.14931189516454604,0.14931189516454604,False,False
322,2026-08-28,11:42:52.840,43,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.039,0.0009588094,0.004211426,1545.882,0.008122541,0.04003906,25.54063,0.003368303,1498.321,0.0008594794,6.88385,2.204337e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,323,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 11:42:52.840,1.5305125000000002,2.000033333333333,False,2,0.8155366666666666,,True,1006.0468683680248,1543.60274207844,ok,1.0078683680247877,1.0078683680247877,0.10028151823210718,0.10028151823210718,-2.2792579215599744,2.2792579215599744,-0.14744061458507016,0.14744061458507016,False,False
323,2026-08-28,11:44:52.842,44,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.042,0.001029537,0.004272461,1545.87,0.00832579,0.04504395,25.5518,0.00281625,1498.324,0.0007878611,6.883883,2.266628e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,324,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 11:44:52.842,1.5638463888888887,2.000033333333333,False,2,0.8488705555555556,,True,1006.0432347091406,1543.6207253588816,ok,1.00123470914059,1.00123470914059,0.09962118091986105,0.09962118091986105,-2.2492746411182907,2.2492746411182907,-0.1455021858965043,0.1455021858965043,False,False
324,2026-08-28,11:46:52.844,45,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.046,0.001005605,0.005310059,1545.85,0.006785906,0.03308105,25.5606,0.002277022,1498.326,0.000660146,6.883939,1.840103e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,325,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 11:46:52.844,1.5971802777777777,2.000033333333333,False,2,0.8822044444444445,,True,1006.0403720232807,1543.6348870626125,ok,0.9943720232806754,0.9943720232806754,0.09893796137496944,0.09893796137496944,-2.215112937387403,2.215112937387403,-0.14329417067551203,0.14329417067551203,False,False
325,2026-08-28,11:48:52.846,46,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.048,0.0007606436,0.003601074,1545.844,0.005651202,0.03173828,25.57199,0.003160551,1498.329,0.0007675982,6.88396,1.51917e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,326,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 11:48:52.846,1.6305141666666665,2.000033333333333,False,2,0.9155383333333333,,True,1006.0366667965872,1543.6532090031626,ok,0.9886667965871538,0.9886667965871538,0.09837010735677837,0.09837010735677837,-2.1907909968374497,2.1907909968374497,-0.14172135072086509,0.14172135072086509,False,False
326,2026-08-28,11:50:52.848,47,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.051,0.000704159,0.003173828,1545.838,0.004919784,0.02648926,25.58386,0.003093128,1498.332,0.0007436904,6.883979,1.329568e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,327,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 11:50:52.848,1.6638480555555555,2.000033333333333,False,2,0.9488722222222222,,True,1006.0328054229745,1543.6722936900821,ok,0.981805422974503,0.981805422974503,0.09768712463093943,0.09768712463093943,-2.165706309917823,2.165706309917823,-0.14009917662250657,0.14009917662250657,False,False
327,2026-08-28,11:52:52.850,48,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.052,0.0006011942,0.002807617,1545.831,0.004671712,0.02307129,25.59562,0.003147927,1498.335,0.0007477353,6.884,1.253731e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,328,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 11:52:52.850,1.6971819444444443,2.000033333333333,False,2,0.9822061111111111,,True,1006.0289798325359,1543.6911920714301,ok,0.9769798325359034,0.9769798325359034,0.09720689402497616,0.09720689402497616,-2.1398079285697804,2.1398079285697804,-0.13842444151849592,0.13842444151849592,False,False
328,2026-08-28,11:54:52.852,49,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.054,0.001007838,0.003967285,1545.826,0.004922561,0.02233887,25.60689,0.002798665,1498.338,0.0007464429,6.884017,1.340849e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,329,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 11:54:52.852,1.7305158333333333,2.000033333333333,False,2,1.0155399999999999,,True,1006.025313641319,1543.7092941927222,ok,0.9713136413190568,0.9713136413190568,0.09664293075984542,0.09664293075984542,-2.1167058072778673,2.1167058072778673,-0.1369304053158549,0.1369304053158549,False,False
329,2026-08-28,11:56:52.854,50,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.058,0.000887409,0.00390625,1545.814,0.005046059,0.02880859,25.61628,0.002342357,1498.341,0.0006611405,6.884051,1.369216e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,330,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 11:56:52.854,1.7638497222222222,2.000033333333333,False,2,1.0488738888888889,,True,1006.0222590238636,1543.7243700156941,ok,0.964259023863633,0.964259023863633,0.09594063465627188,0.09594063465627188,-2.0896299843059296,2.0896299843059296,-0.1351799106688081,0.1351799106688081,False,False
330,2026-08-28,11:58:52.856,51,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.062,0.001188007,0.004638672,1545.803,0.007009277,0.03369141,25.62479,0.001900322,1498.343,0.0006104489,6.884081,1.899977e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,331,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 11:58:52.856,1.797183611111111,2.000033333333333,False,2,1.0822077777777777,,True,1006.0194906749142,1543.7380277966236,ok,0.9574906749141974,0.9574906749141974,0.09526682681408682,0.09526682681408682,-2.0649722033765556,2.0649722033765556,-0.13358572880092454,0.13358572880092454,False,False
331,2026-08-28,12:00:52.858,52,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.064,0.0007369505,0.003662109,1545.791,0.005137174,0.02844238,25.63198,0.002085764,1498.345,0.0004000819,6.884118,1.397703e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,332,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:00:52.858,1.8305175,2.000033333333333,False,2,1.1155416666666667,,True,1006.0171517289272,1543.7495632528862,ok,0.953151728927196,0.953151728927196,0.09483492881320951,0.09483492881320951,-2.041436747113721,2.041436747113721,-0.13206421483329384,0.13206421483329384,False,False
332,2026-08-28,12:02:52.860,53,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.067,0.001100907,0.004577637,1545.779,0.005067661,0.02612305,25.63885,0.001849376,1498.347,0.0006063632,6.88415,1.3703e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,333,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:02:52.860,1.8638513888888888,2.000033333333333,False,2,1.1488755555555556,,True,1006.0149168805336,1543.7605820188883,ok,0.9479168805336258,0.9479168805336258,0.09431380002861757,0.09431380002861757,-2.0184179811117247,2.0184179811117247,-0.13057610312416748,0.13057610312416748,False,False
333,2026-08-28,12:04:52.862,54,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.069,0.0007146341,0.003112793,1545.771,0.004832407,0.02368164,25.64665,0.002078291,1498.35,0.0005741501,6.884173,1.309126e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,334,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:04:52.862,1.8971852777777778,2.000033333333333,False,2,1.1822094444444444,,True,1006.012379497911,1543.7730885092976,ok,0.9433794979109962,0.9433794979109962,0.09386216248944065,0.09386216248944065,-1.9979114907023359,1.9979114907023359,-0.12925015999797745,0.12925015999797745,False,False
334,2026-08-28,12:06:52.865,55,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.072,0.0008482449,0.003417969,1545.762,0.004962006,0.0255127,25.6547,0.001906848,1498.352,0.0005770957,6.8842,1.347696e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,335,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:06:52.865,1.9305194444444445,2.00005,False,2,1.2155436111111113,,True,1006.0097607887358,1543.7859914997962,ok,0.9377607887357726,0.9377607887357726,0.09330284683443302,0.09330284683443302,-1.9760085002037613,1.9760085002037613,-0.12783394210776053,0.12783394210776053,False,False
335,2026-08-28,12:08:52.867,56,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.075,0.000750478,0.003051758,1545.756,0.003818199,0.02282715,25.66302,0.002446544,1498.354,0.0006401527,6.884218,1.039063e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,336,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:08:52.867,1.9638533333333335,2.000033333333333,False,2,1.2488774999999999,,True,1006.0070542468793,1543.799322617534,ok,0.932054246879261,0.932054246879261,0.0927347956002548,0.0927347956002548,-1.9566773824660686,1.9566773824660686,-0.12658384521658453,0.12658384521658453,False,False
336,2026-08-28,12:10:52.870,57,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.077,0.001014733,0.004333496,1545.749,0.004536958,0.01953125,25.67109,0.002091517,1498.356,0.000610005,6.884239,1.234753e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,337,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:10:52.870,1.9971875,2.00005,False,2,1.2822116666666667,,True,1006.0044290312076,1543.8122486494367,ok,0.9274290312075664,0.9274290312075664,0.09227442586066205,0.09227442586066205,-1.936751350563327,1.936751350563327,-0.12529533259043524,0.12529533259043524,False,False
337,2026-08-28,12:12:52.872,58,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.08,0.001041628,0.004211426,1545.741,0.004967978,0.02416992,25.67885,0.002126761,1498.359,0.0006113064,6.884261,1.361389e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,338,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:12:52.872,2.030521388888889,2.000033333333333,False,2,1.3155455555555555,,True,1006.0019046600723,1543.8246739510334,ok,0.9219046600723004,0.9219046600723004,0.09172450551919255,0.09172450551919255,-1.916326048966539,1.916326048966539,-0.1239745888196366,0.1239745888196366,False,False
338,2026-08-28,12:20:30.996,59,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.061,0.003752827,0.01525879,1545.92,0.01354154,0.06750488,25.7397,0.01421583,1498.363,0.0008141719,6.883801,3.779314e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,339,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:20:30.996,2.1577780555555557,7.635400000000001,False,2,1.442802222222222,,True,1005.9821098107222,1543.921964289196,ok,0.9211098107222142,0.9211098107222142,0.09164715482166895,0.09164715482166895,-1.9980357108040607,1.9980357108040607,-0.12924573786509397,0.12924573786509397,False,False
339,2026-08-28,12:22:30.998,60,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.064,0.000901219,0.004150391,1545.969,0.01721108,0.0838623,25.72339,0.001860938,1498.363,0.0005842705,6.883667,4.548316e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,340,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:22:30.998,2.1911119444444442,2.000033333333333,False,2,1.476136111111111,,True,1005.9874155470827,1543.8959117921413,ok,0.9234155470827545,0.9234155470827545,0.09187629315971466,0.09187629315971466,-2.0730882078587456,2.0730882078587456,-0.13409636337201752,0.13409636337201752,False,False
340,2026-08-28,12:24:31.000,61,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.061,0.001347792,0.005371094,1546.006,0.01353708,0.07092285,25.73298,0.002127378,1498.365,0.0003028389,6.883572,3.572309e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,341,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:24:31.000,2.2244458333333332,2.000033333333333,False,2,1.5094699999999999,,True,1005.9842958652827,1543.911232417648,ok,0.9232958652826255,0.9232958652826255,0.09186465948660086,0.09186465948660086,-2.0947675823520058,2.0947675823520058,-0.1354954367804527,0.1354954367804527,False,False
341,2026-08-28,12:26:31.002,62,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.056,0.001713589,0.008422852,1546.026,0.01106873,0.05908203,25.74219,0.002248323,1498.366,0.0002616851,6.88352,2.931518e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,342,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:26:31.002,2.2577797222222222,2.000033333333333,False,2,1.5428038888888889,,True,1005.9812997994006,1543.925940046203,ok,0.9252997994005909,0.9252997994005909,0.09206450181886291,0.09206450181886291,-2.100059953796972,2.100059953796972,-0.13583600494409356,0.13583600494409356,False,False
342,2026-08-28,12:28:31.004,63,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.049,0.003204098,0.01373291,1546.036,0.01116911,0.05822754,25.75011,0.001594862,1498.365,0.0005153643,6.883496,2.968196e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,343,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:28:31.004,2.2911136111111112,2.000033333333333,False,2,1.5761377777777776,,True,1005.9787233777273,1543.9385830057997,ok,0.9297233777273277,0.9297233777273277,0.09250527862097546,0.09250527862097546,-2.09741699420033,2.09741699420033,-0.13566417562077016,0.13566417562077016,False,False
343,2026-08-28,12:30:31.006,64,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.037,0.003574759,0.01580811,1546.046,0.01303141,0.06286621,25.7563,0.001789926,1498.364,0.0006832359,6.883472,3.456356e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,344,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:30:31.006,2.3244475,2.000033333333333,False,2,1.6094716666666666,,True,1005.9767097349028,1543.94846131891,ok,0.939709734902749,0.939709734902749,0.09350001392015905,0.09350001392015905,-2.0975386810901,2.0975386810901,-0.135671168974927,0.135671168974927,False,False
344,2026-08-28,12:32:31.008,65,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.03,0.002800859,0.01275635,1546.05,0.01223082,0.07250977,25.76324,0.001454654,1498.364,0.0005973387,6.883463,3.25243e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,345,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:32:31.008,2.357781388888889,2.000033333333333,False,2,1.6428055555555556,,True,1005.9744521126044,1543.9595333994444,ok,0.944452112604381,0.944452112604381,0.09397252943736814,0.09397252943736814,-2.090466600555601,2.090466600555601,-0.13521338899489674,0.13521338899489674,False,False
345,2026-08-28,12:34:31.010,66,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.024,0.003248648,0.01708984,1546.056,0.01372472,0.07336426,25.77018,0.001637017,1498.364,0.0005671338,6.883448,3.655965e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,346,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:34:31.010,2.3911152777777778,2.000033333333333,False,2,1.6761394444444444,,True,1005.9721944901652,1543.9706021805462,ok,0.9481944901651786,0.9481944901651786,0.0943454574383476,0.0943454574383476,-2.085397819453874,2.085397819453874,-0.13488501189179913,0.13488501189179913,False,False
346,2026-08-28,12:36:31.012,67,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.017,0.002911563,0.01391602,1546.056,0.01393132,0.07824707,25.77654,0.00148731,1498.363,0.0006076019,6.88345,3.704991e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,347,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:36:31.012,2.4244491666666668,2.000033333333333,False,2,1.7094733333333334,,True,1005.970125544982,1543.9807430068586,ok,0.9531255449819582,0.9531255449819582,0.09483675848089716,0.09483675848089716,-2.0752569931414655,2.0752569931414655,-0.13422909604448127,0.13422909604448127,False,False
347,2026-08-28,12:38:31.014,68,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.012,0.002008473,0.00994873,1546.053,0.01300698,0.06494141,25.78128,0.0007049057,1498.363,0.0004300972,6.88346,3.460244e-05,100,1,1,1,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,348,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:38:31.014,2.4577830555555558,2.000033333333333,False,2,1.7428072222222222,,True,1005.9685835951931,1543.9882989893877,ok,0.9565835951931376,0.9565835951931376,0.09518131078963611,0.09518131078963611,-2.0647010106124526,2.0647010106124526,-0.13354658673489542,0.13354658673489542,False,False
348,2026-08-28,12:40:31.016,69,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1005.008,0.002194639,0.01068115,1546.045,0.01414564,0.0592041,25.78273,0.0003097506,1498.362,0.0005249712,6.883482,3.764889e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,349,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:40:31.016,2.4911169444444448,2.000033333333333,False,2,1.7761411111111112,,True,1005.9681119016792,1543.9906101109918,ok,0.9601119016791699,0.9601119016791699,0.0955327620953435,0.0955327620953435,-2.0543898890082346,2.0543898890082346,-0.13288034235796722,0.13288034235796722,False,False
349,2026-08-28,12:42:31.018,70,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1004.999,0.003688811,0.0133667,1546.042,0.01402622,0.06347656,25.78538,0.0009774868,1498.361,0.000755019,6.88349,3.729409e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,350,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:42:31.018,2.5244508333333333,2.000033333333333,False,2,1.809475,,True,1005.9672498411032,1543.9948335124961,ok,0.9682498411032157,0.9682498411032157,0.09634336363550766,0.09634336363550766,-2.047166487503773,2.047166487503773,-0.13241338123438906,0.13241338123438906,False,False
350,2026-08-28,12:44:31.020,71,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1004.994,0.003618272,0.01477051,1546.033,0.01510162,0.0847168,25.78932,0.0009234902,1498.361,0.000729798,6.883515,4.019887e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,351,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:44:31.020,2.5577847222222223,2.000033333333333,False,2,1.842808888888889,,True,1005.965968135907,1544.0011119437866,ok,0.9719681359069909,0.9719681359069909,0.0967138247498981,0.0967138247498981,-2.0318880562133472,2.0318880562133472,-0.13142591757183367,0.13142591757183367,False,False
351,2026-08-28,12:46:31.022,72,5,90.53,909.5,0.0,0.0,2.39,0.0,0.0,100.0,1004.99,0.003565602,0.01483154,1546.025,0.0126134,0.06542969,25.79142,0.0005312429,1498.36,0.0008032757,6.883536,3.352909e-05,100,0,1,0,Kennfeld_v2 (14)_korrigiert.csv,C:\dev\masterarbeit\sim_par_ink_prop\laboratory_measurement_L-Com\measurement_data\Kennfeld_v2 (14)_korrigiert.csv,352,1002.42,1.8062289259990822,3.612457851998165,3.612457851998165,0.23842301630055268,90.73043235370405,100.00000000000001,2026-08-28 12:46:31.022,2.5911186111111113,2.000033333333333,False,2,1.8761427777777777,,True,1005.965284993525,1544.0044578808734,ok,0.9752849935249515,0.9752849935249515,0.09704424855221958,0.09704424855221958,-2.0205421191267305,2.0205421191267305,-0.13069271966020798,0.13069271966020798,False,False
